"","locus_tag","pathway_id","pathway_name"
"3136","PA14_41560","path:pau00910","Nitrogen metabolism"
"3137","PA14_41560","path:pau01100","Metabolic pathways"
"3138","PA14_41560","path:pau01120","Microbial metabolism in diverse environments"
"3139","PA14_41560","path:pau01310","Nitrogen cycle"
"3140","PA14_41563","path:pau00860","Porphyrin metabolism"
"3141","PA14_41563","path:pau01100","Metabolic pathways"
"3142","PA14_41563","path:pau01110","Biosynthesis of secondary metabolites"
"3143","PA14_41563","path:pau01120","Microbial metabolism in diverse environments"
"3144","PA14_41563","path:pau01240","Biosynthesis of cofactors"
"3145","PA14_41670","path:pau00010","Glycolysis / Gluconeogenesis"
"3146","PA14_41670","path:pau00620","Pyruvate metabolism"
"3147","PA14_41670","path:pau00680","Methane metabolism"
"3148","PA14_41670","path:pau00720","Other carbon fixation pathways"
"3149","PA14_41670","path:pau01100","Metabolic pathways"
"3150","PA14_41670","path:pau01110","Biosynthesis of secondary metabolites"
"3151","PA14_41670","path:pau01120","Microbial metabolism in diverse environments"
"3152","PA14_41670","path:pau01200","Carbon metabolism"
"3153","PA14_41820","path:pau00790","Folate biosynthesis"
"3154","PA14_41820","path:pau01240","Biosynthesis of cofactors"
"3155","PA14_41830","path:pau00260","Glycine, serine and threonine metabolism"
"3156","PA14_41830","path:pau00680","Methane metabolism"
"3157","PA14_41830","path:pau01100","Metabolic pathways"
"3158","PA14_41830","path:pau01110","Biosynthesis of secondary metabolites"
"3159","PA14_41830","path:pau01120","Microbial metabolism in diverse environments"
"3160","PA14_41830","path:pau01200","Carbon metabolism"
"3161","PA14_41830","path:pau01230","Biosynthesis of amino acids"
"3162","PA14_41840","path:pau00920","Sulfur metabolism"
"3163","PA14_41840","path:pau01100","Metabolic pathways"
"3164","PA14_41840","path:pau01120","Microbial metabolism in diverse environments"
"3165","PA14_41840","path:pau01320","Sulfur cycle"
"3166","PA14_41900","path:pau00770","Pantothenate and CoA biosynthesis"
"3167","PA14_41900","path:pau01100","Metabolic pathways"
"3168","PA14_41900","path:pau01110","Biosynthesis of secondary metabolites"
"3169","PA14_41900","path:pau01240","Biosynthesis of cofactors"
"3170","PA14_41920","path:pau00400","Phenylalanine, tyrosine and tryptophan biosynthesis"
"3171","PA14_41920","path:pau01100","Metabolic pathways"
"3172","PA14_41920","path:pau01110","Biosynthesis of secondary metabolites"
"3173","PA14_41920","path:pau01230","Biosynthesis of amino acids"
"3174","PA14_41920","path:pau02024","Quorum sensing"
"3175","PA14_42080","path:pau00071","Fatty acid degradation"
"3176","PA14_42080","path:pau00280","Valine, leucine and isoleucine degradation"
"3177","PA14_42080","path:pau00310","Lysine degradation"
"3178","PA14_42080","path:pau00362","Benzoate degradation"
"3179","PA14_42080","path:pau00380","Tryptophan metabolism"
"3180","PA14_42080","path:pau00410","beta-Alanine metabolism"
"3181","PA14_42080","path:pau00640","Propanoate metabolism"
"3182","PA14_42080","path:pau00650","Butanoate metabolism"
"3183","PA14_42080","path:pau00907","Pinene, camphor and geraniol degradation"
"3184","PA14_42080","path:pau00930","Caprolactam degradation"
"3185","PA14_42080","path:pau01100","Metabolic pathways"
"3186","PA14_42080","path:pau01110","Biosynthesis of secondary metabolites"
"3187","PA14_42080","path:pau01120","Microbial metabolism in diverse environments"
"3188","PA14_42080","path:pau01200","Carbon metabolism"
"3189","PA14_42080","path:pau01212","Fatty acid metabolism"
"3190","PA14_42090","path:pau00071","Fatty acid degradation"
"3191","PA14_42090","path:pau00280","Valine, leucine and isoleucine degradation"
"3192","PA14_42090","path:pau00310","Lysine degradation"
"3193","PA14_42090","path:pau00362","Benzoate degradation"
"3194","PA14_42090","path:pau00380","Tryptophan metabolism"
"3195","PA14_42090","path:pau00620","Pyruvate metabolism"
"3196","PA14_42090","path:pau00630","Glyoxylate and dicarboxylate metabolism"
"3197","PA14_42090","path:pau00650","Butanoate metabolism"
"3198","PA14_42090","path:pau00720","Other carbon fixation pathways"
"3199","PA14_42090","path:pau00900","Terpenoid backbone biosynthesis"
"3200","PA14_42090","path:pau01100","Metabolic pathways"
"3201","PA14_42090","path:pau01110","Biosynthesis of secondary metabolites"
"3202","PA14_42090","path:pau01120","Microbial metabolism in diverse environments"
"3203","PA14_42090","path:pau01200","Carbon metabolism"
"3204","PA14_42090","path:pau01212","Fatty acid metabolism"
"3205","PA14_42090","path:pau02020","Two-component system"
"3206","PA14_42220","path:pau02025","Biofilm formation - Pseudomonas aeruginosa"
"3207","PA14_42230","path:pau00460","Cyanoamino acid metabolism"
"3208","PA14_42230","path:pau00500","Starch and sucrose metabolism"
"3209","PA14_42230","path:pau00946","Degradation of flavonoids"
"3210","PA14_42230","path:pau00999","Biosynthesis of various plant secondary metabolites"
"3211","PA14_42230","path:pau01100","Metabolic pathways"
"3212","PA14_42230","path:pau01110","Biosynthesis of secondary metabolites"
"3213","PA14_42250","path:pau03070","Bacterial secretion system"
"3214","PA14_42270","path:pau03070","Bacterial secretion system"
"3215","PA14_42310","path:pau03070","Bacterial secretion system"
"3216","PA14_42350","path:pau03070","Bacterial secretion system"
"3217","PA14_42390","path:pau02025","Biofilm formation - Pseudomonas aeruginosa"
"3218","PA14_42500","path:pau03070","Bacterial secretion system"
"3219","PA14_42520","path:pau03070","Bacterial secretion system"
"3220","PA14_42550","path:pau03070","Bacterial secretion system"
"3221","PA14_42570","path:pau03070","Bacterial secretion system"
"3222","PA14_42580","path:pau03070","Bacterial secretion system"
"3223","PA14_42600","path:pau03070","Bacterial secretion system"
"3224","PA14_42610","path:pau03070","Bacterial secretion system"
"3225","PA14_42620","path:pau03070","Bacterial secretion system"
"3226","PA14_42630","path:pau03070","Bacterial secretion system"
"3227","PA14_42640","path:pau03070","Bacterial secretion system"
"3228","PA14_42660","path:pau03070","Bacterial secretion system"
"3229","PA14_42690","path:pau00270","Cysteine and methionine metabolism"
"3230","PA14_42690","path:pau00330","Arginine and proline metabolism"
"3231","PA14_42690","path:pau00480","Glutathione metabolism"
"3232","PA14_42690","path:pau01100","Metabolic pathways"
"3233","PA14_42690","path:pau01110","Biosynthesis of secondary metabolites"
"3234","PA14_42700","path:pau03410","Base excision repair"
"3235","PA14_42720","path:pau00270","Cysteine and methionine metabolism"
"3236","PA14_42720","path:pau01100","Metabolic pathways"
"3237","PA14_42730","path:pau00270","Cysteine and methionine metabolism"
"3238","PA14_42730","path:pau01100","Metabolic pathways"
"3239","PA14_42740","path:pau00270","Cysteine and methionine metabolism"
"3240","PA14_42740","path:pau01100","Metabolic pathways"
"3241","PA14_42760","path:pau00400","Phenylalanine, tyrosine and tryptophan biosynthesis"
"3242","PA14_42760","path:pau01100","Metabolic pathways"
"3243","PA14_42760","path:pau01110","Biosynthesis of secondary metabolites"
"3244","PA14_42760","path:pau01230","Biosynthesis of amino acids"
"3245","PA14_42850","path:pau00790","Folate biosynthesis"
"3246","PA14_42850","path:pau01100","Metabolic pathways"
"3247","PA14_42850","path:pau01240","Biosynthesis of cofactors"
"3248","PA14_42890","path:pau02025","Biofilm formation - Pseudomonas aeruginosa"
"3249","PA14_42890","path:pau03070","Bacterial secretion system"
"3250","PA14_42900","path:pau02025","Biofilm formation - Pseudomonas aeruginosa"
"3251","PA14_42900","path:pau03070","Bacterial secretion system"
"3252","PA14_42910","path:pau03070","Bacterial secretion system"
"3253","PA14_42920","path:pau02025","Biofilm formation - Pseudomonas aeruginosa"
"3254","PA14_42940","path:pau03070","Bacterial secretion system"
"3255","PA14_42980","path:pau02025","Biofilm formation - Pseudomonas aeruginosa"
"3256","PA14_42980","path:pau03070","Bacterial secretion system"
"3257","PA14_42990","path:pau02025","Biofilm formation - Pseudomonas aeruginosa"
"3258","PA14_43030","path:pau02025","Biofilm formation - Pseudomonas aeruginosa"
"3259","PA14_43040","path:pau02025","Biofilm formation - Pseudomonas aeruginosa"
"3260","PA14_43070","path:pau02025","Biofilm formation - Pseudomonas aeruginosa"
"3261","PA14_43070","path:pau03070","Bacterial secretion system"
"3262","PA14_43080","path:pau03070","Bacterial secretion system"
"3263","PA14_43110","path:pau00480","Glutathione metabolism"
"3264","PA14_43110","path:pau01100","Metabolic pathways"
"3265","PA14_43130","path:pau00300","Lysine biosynthesis"
"3266","PA14_43130","path:pau01100","Metabolic pathways"
"3267","PA14_43130","path:pau01110","Biosynthesis of secondary metabolites"
"3268","PA14_43130","path:pau01210","2-Oxocarboxylic acid metabolism"
"3269","PA14_43220","path:pau02020","Two-component system"
"3270","PA14_43220","path:pau02030","Bacterial chemotaxis"
"3271","PA14_43280","path:pau00450","Selenocompound metabolism"
"3272","PA14_43280","path:pau01100","Metabolic pathways"
"3273","PA14_43320","path:pau00220","Arginine biosynthesis"
"3274","PA14_43320","path:pau00250","Alanine, aspartate and glutamate metabolism"
"3275","PA14_43320","path:pau00470","D-Amino acid metabolism"
"3276","PA14_43320","path:pau01100","Metabolic pathways"
"3277","PA14_43320","path:pau01110","Biosynthesis of secondary metabolites"
"3278","PA14_43320","path:pau02020","Two-component system"
"3279","PA14_43340","path:pau02020","Two-component system"
"3280","PA14_43340","path:pau02024","Quorum sensing"
"3281","PA14_43350","path:pau02020","Two-component system"
"3282","PA14_43370","path:pau02020","Two-component system"
"3283","PA14_43380","path:pau02020","Two-component system"
"3284","PA14_43400","path:pau02020","Two-component system"
"3285","PA14_43405","path:pau02020","Two-component system"
"3286","PA14_43420","path:pau00930","Caprolactam degradation"
"3287","PA14_43420","path:pau01100","Metabolic pathways"
"3288","PA14_43420","path:pau01120","Microbial metabolism in diverse environments"
"3289","PA14_43440","path:pau00071","Fatty acid degradation"
"3290","PA14_43440","path:pau00280","Valine, leucine and isoleucine degradation"
"3291","PA14_43440","path:pau00310","Lysine degradation"
"3292","PA14_43440","path:pau00360","Phenylalanine metabolism"
"3293","PA14_43440","path:pau00362","Benzoate degradation"
"3294","PA14_43440","path:pau00380","Tryptophan metabolism"
"3295","PA14_43440","path:pau00410","beta-Alanine metabolism"
"3296","PA14_43440","path:pau00627","Aminobenzoate degradation"
"3297","PA14_43440","path:pau00640","Propanoate metabolism"
"3298","PA14_43440","path:pau00650","Butanoate metabolism"
"3299","PA14_43440","path:pau00907","Pinene, camphor and geraniol degradation"
"3300","PA14_43440","path:pau00930","Caprolactam degradation"
"3301","PA14_43440","path:pau01100","Metabolic pathways"
"3302","PA14_43440","path:pau01110","Biosynthesis of secondary metabolites"
"3303","PA14_43440","path:pau01120","Microbial metabolism in diverse environments"
"3304","PA14_43440","path:pau01212","Fatty acid metabolism"
"3305","PA14_43460","path:pau00360","Phenylalanine metabolism"
"3306","PA14_43460","path:pau00362","Benzoate degradation"
"3307","PA14_43460","path:pau00650","Butanoate metabolism"
"3308","PA14_43460","path:pau01100","Metabolic pathways"
"3309","PA14_43460","path:pau01120","Microbial metabolism in diverse environments"
"3310","PA14_43460","path:pau01200","Carbon metabolism"
"3311","PA14_43600","path:pau00130","Ubiquinone and other terpenoid-quinone biosynthesis"
"3312","PA14_43600","path:pau01100","Metabolic pathways"
"3313","PA14_43600","path:pau01110","Biosynthesis of secondary metabolites"
"3314","PA14_43600","path:pau01240","Biosynthesis of cofactors"
"3315","PA14_43610","path:pau00061","Fatty acid biosynthesis"
"3316","PA14_43610","path:pau00071","Fatty acid degradation"
"3317","PA14_43610","path:pau01100","Metabolic pathways"
"3318","PA14_43610","path:pau01212","Fatty acid metabolism"
"3319","PA14_43610","path:pau02024","Quorum sensing"
"3320","PA14_43610","path:pau04146","Peroxisome"
"3321","PA14_43640","path:pau00564","Glycerophospholipid metabolism"
"3322","PA14_43640","path:pau01110","Biosynthesis of secondary metabolites"
"3323","PA14_43670","path:pau02020","Two-component system"
"3324","PA14_43670","path:pau02025","Biofilm formation - Pseudomonas aeruginosa"
"3325","PA14_43680","path:pau00061","Fatty acid biosynthesis"
"3326","PA14_43680","path:pau01100","Metabolic pathways"
"3327","PA14_43680","path:pau01212","Fatty acid metabolism"
"3328","PA14_43690","path:pau00061","Fatty acid biosynthesis"
"3329","PA14_43690","path:pau00780","Biotin metabolism"
"3330","PA14_43690","path:pau01100","Metabolic pathways"
"3331","PA14_43690","path:pau01212","Fatty acid metabolism"
"3332","PA14_43690","path:pau01240","Biosynthesis of cofactors"
"3333","PA14_43710","path:pau02020","Two-component system"
"3334","PA14_43710","path:pau02030","Bacterial chemotaxis"
"3335","PA14_43780","path:pau00760","Nicotinate and nicotinamide metabolism"
"3336","PA14_43780","path:pau01100","Metabolic pathways"
"3337","PA14_43780","path:pau01120","Microbial metabolism in diverse environments"
"3338","PA14_43790","path:pau00760","Nicotinate and nicotinamide metabolism"
"3339","PA14_43790","path:pau01100","Metabolic pathways"
"3340","PA14_43790","path:pau01120","Microbial metabolism in diverse environments"
"3341","PA14_43830","path:pau00770","Pantothenate and CoA biosynthesis"
"3342","PA14_43830","path:pau01100","Metabolic pathways"
"3343","PA14_43830","path:pau01110","Biosynthesis of secondary metabolites"
"3344","PA14_43830","path:pau01240","Biosynthesis of cofactors"
"3345","PA14_43940","path:pau00020","Citrate cycle (TCA cycle)"
"3346","PA14_43940","path:pau00640","Propanoate metabolism"
"3347","PA14_43940","path:pau00660","C5-Branched dibasic acid metabolism"
"3348","PA14_43940","path:pau00720","Other carbon fixation pathways"
"3349","PA14_43940","path:pau01100","Metabolic pathways"
"3350","PA14_43940","path:pau01110","Biosynthesis of secondary metabolites"
"3351","PA14_43940","path:pau01120","Microbial metabolism in diverse environments"
"3352","PA14_43940","path:pau01200","Carbon metabolism"
"3353","PA14_43950","path:pau00020","Citrate cycle (TCA cycle)"
"3354","PA14_43950","path:pau00640","Propanoate metabolism"
"3355","PA14_43950","path:pau00660","C5-Branched dibasic acid metabolism"
"3356","PA14_43950","path:pau00720","Other carbon fixation pathways"
"3357","PA14_43950","path:pau01100","Metabolic pathways"
"3358","PA14_43950","path:pau01110","Biosynthesis of secondary metabolites"
"3359","PA14_43950","path:pau01120","Microbial metabolism in diverse environments"
"3360","PA14_43950","path:pau01200","Carbon metabolism"
"3361","PA14_43970","path:pau00010","Glycolysis / Gluconeogenesis"
"3362","PA14_43970","path:pau00020","Citrate cycle (TCA cycle)"
"3363","PA14_43970","path:pau00260","Glycine, serine and threonine metabolism"
"3364","PA14_43970","path:pau00280","Valine, leucine and isoleucine degradation"
"3365","PA14_43970","path:pau00310","Lysine degradation"
"3366","PA14_43970","path:pau00380","Tryptophan metabolism"
"3367","PA14_43970","path:pau00620","Pyruvate metabolism"
"3368","PA14_43970","path:pau00630","Glyoxylate and dicarboxylate metabolism"
"3369","PA14_43970","path:pau00640","Propanoate metabolism"
"3370","PA14_43970","path:pau00670","One carbon pool by folate"
"3371","PA14_43970","path:pau00785","Lipoic acid metabolism"
"3372","PA14_43970","path:pau01100","Metabolic pathways"
"3373","PA14_43970","path:pau01110","Biosynthesis of secondary metabolites"
"3374","PA14_43970","path:pau01120","Microbial metabolism in diverse environments"
"3375","PA14_43970","path:pau01200","Carbon metabolism"
"3376","PA14_43970","path:pau01210","2-Oxocarboxylic acid metabolism"
"3377","PA14_43970","path:pau01240","Biosynthesis of cofactors"
"3378","PA14_44000","path:pau00020","Citrate cycle (TCA cycle)"
"3379","PA14_44000","path:pau00310","Lysine degradation"
"3380","PA14_44000","path:pau00380","Tryptophan metabolism"
"3381","PA14_44000","path:pau00785","Lipoic acid metabolism"
"3382","PA14_44000","path:pau01100","Metabolic pathways"
"3383","PA14_44000","path:pau01110","Biosynthesis of secondary metabolites"
"3384","PA14_44000","path:pau01120","Microbial metabolism in diverse environments"
"3385","PA14_44000","path:pau01200","Carbon metabolism"
"3386","PA14_44000","path:pau01210","2-Oxocarboxylic acid metabolism"
"3387","PA14_44010","path:pau00020","Citrate cycle (TCA cycle)"
"3388","PA14_44010","path:pau00785","Lipoic acid metabolism"
"3389","PA14_44010","path:pau01100","Metabolic pathways"
"3390","PA14_44010","path:pau01110","Biosynthesis of secondary metabolites"
"3391","PA14_44010","path:pau01120","Microbial metabolism in diverse environments"
"3392","PA14_44010","path:pau01200","Carbon metabolism"
"3393","PA14_44010","path:pau01210","2-Oxocarboxylic acid metabolism"
"3394","PA14_44020","path:pau00020","Citrate cycle (TCA cycle)"
"3395","PA14_44020","path:pau00190","Oxidative phosphorylation"
"3396","PA14_44020","path:pau00650","Butanoate metabolism"
"3397","PA14_44020","path:pau00720","Other carbon fixation pathways"
"3398","PA14_44020","path:pau01100","Metabolic pathways"
"3399","PA14_44020","path:pau01110","Biosynthesis of secondary metabolites"
"3400","PA14_44020","path:pau01120","Microbial metabolism in diverse environments"
"3401","PA14_44020","path:pau01200","Carbon metabolism"
"3402","PA14_44030","path:pau00020","Citrate cycle (TCA cycle)"
"3403","PA14_44030","path:pau00190","Oxidative phosphorylation"
"3404","PA14_44030","path:pau00650","Butanoate metabolism"
"3405","PA14_44030","path:pau00720","Other carbon fixation pathways"
"3406","PA14_44030","path:pau01100","Metabolic pathways"
"3407","PA14_44030","path:pau01110","Biosynthesis of secondary metabolites"
"3408","PA14_44030","path:pau01120","Microbial metabolism in diverse environments"
"3409","PA14_44030","path:pau01200","Carbon metabolism"
"3410","PA14_44050","path:pau00020","Citrate cycle (TCA cycle)"
"3411","PA14_44050","path:pau00190","Oxidative phosphorylation"
"3412","PA14_44050","path:pau00650","Butanoate metabolism"
"3413","PA14_44050","path:pau00720","Other carbon fixation pathways"
"3414","PA14_44050","path:pau01100","Metabolic pathways"
"3415","PA14_44050","path:pau01110","Biosynthesis of secondary metabolites"
"3416","PA14_44050","path:pau01120","Microbial metabolism in diverse environments"
"3417","PA14_44050","path:pau01200","Carbon metabolism"
"3418","PA14_44060","path:pau00020","Citrate cycle (TCA cycle)"
"3419","PA14_44060","path:pau00190","Oxidative phosphorylation"
"3420","PA14_44060","path:pau00650","Butanoate metabolism"
"3421","PA14_44060","path:pau00720","Other carbon fixation pathways"
"3422","PA14_44060","path:pau01100","Metabolic pathways"
"3423","PA14_44060","path:pau01110","Biosynthesis of secondary metabolites"
"3424","PA14_44060","path:pau01120","Microbial metabolism in diverse environments"
"3425","PA14_44060","path:pau01200","Carbon metabolism"
"3426","PA14_44070","path:pau00020","Citrate cycle (TCA cycle)"
"3427","PA14_44070","path:pau00630","Glyoxylate and dicarboxylate metabolism"
"3428","PA14_44070","path:pau01100","Metabolic pathways"
"3429","PA14_44070","path:pau01110","Biosynthesis of secondary metabolites"
"3430","PA14_44070","path:pau01120","Microbial metabolism in diverse environments"
"3431","PA14_44070","path:pau01200","Carbon metabolism"
"3432","PA14_44070","path:pau01210","2-Oxocarboxylic acid metabolism"
"3433","PA14_44070","path:pau01230","Biosynthesis of amino acids"
"3434","PA14_44140","path:pau00230","Purine metabolism"
"3435","PA14_44140","path:pau00240","Pyrimidine metabolism"
"3436","PA14_44140","path:pau01100","Metabolic pathways"
"3437","PA14_44140","path:pau01110","Biosynthesis of secondary metabolites"
"3438","PA14_44140","path:pau01232","Nucleotide metabolism"
"3439","PA14_44240","path:pau00220","Arginine biosynthesis"
"3440","PA14_44240","path:pau00250","Alanine, aspartate and glutamate metabolism"
"3441","PA14_44240","path:pau00630","Glyoxylate and dicarboxylate metabolism"
"3442","PA14_44240","path:pau00910","Nitrogen metabolism"
"3443","PA14_44240","path:pau01100","Metabolic pathways"
"3444","PA14_44240","path:pau01110","Biosynthesis of secondary metabolites"
"3445","PA14_44240","path:pau01120","Microbial metabolism in diverse environments"
"3446","PA14_44240","path:pau01230","Biosynthesis of amino acids"
"3447","PA14_44240","path:pau02020","Two-component system"
"3448","PA14_44260","path:pau00330","Arginine and proline metabolism"
"3449","PA14_44260","path:pau01100","Metabolic pathways"
"3450","PA14_44270","path:pau04122","Sulfur relay system"
"3451","PA14_44290","path:pau00020","Citrate cycle (TCA cycle)"
"3452","PA14_44290","path:pau00630","Glyoxylate and dicarboxylate metabolism"
"3453","PA14_44290","path:pau00640","Propanoate metabolism"
"3454","PA14_44290","path:pau00720","Other carbon fixation pathways"
"3455","PA14_44290","path:pau01100","Metabolic pathways"
"3456","PA14_44290","path:pau01120","Microbial metabolism in diverse environments"
"3457","PA14_44290","path:pau01200","Carbon metabolism"
"3458","PA14_44290","path:pau01210","2-Oxocarboxylic acid metabolism"
"3459","PA14_44290","path:pau01230","Biosynthesis of amino acids"
"3460","PA14_44300","path:pau02020","Two-component system"
"3461","PA14_44300","path:pau02030","Bacterial chemotaxis"
"3462","PA14_44340","path:pau00190","Oxidative phosphorylation"
"3463","PA14_44340","path:pau01100","Metabolic pathways"
"3464","PA14_44340","path:pau02020","Two-component system"
"3465","PA14_44350","path:pau00190","Oxidative phosphorylation"
"3466","PA14_44350","path:pau01100","Metabolic pathways"
"3467","PA14_44350","path:pau02020","Two-component system"
"3468","PA14_44360","path:pau00190","Oxidative phosphorylation"
"3469","PA14_44360","path:pau01100","Metabolic pathways"
"3470","PA14_44360","path:pau02020","Two-component system"
"3471","PA14_44370","path:pau00190","Oxidative phosphorylation"
"3472","PA14_44370","path:pau01100","Metabolic pathways"
"3473","PA14_44370","path:pau02020","Two-component system"
"3474","PA14_44380","path:pau00190","Oxidative phosphorylation"
"3475","PA14_44380","path:pau01100","Metabolic pathways"
"3476","PA14_44380","path:pau02020","Two-component system"
"3477","PA14_44390","path:pau00190","Oxidative phosphorylation"
"3478","PA14_44390","path:pau01100","Metabolic pathways"
"3479","PA14_44390","path:pau02020","Two-component system"
"3480","PA14_44400","path:pau00190","Oxidative phosphorylation"
"3481","PA14_44400","path:pau01100","Metabolic pathways"
"3482","PA14_44400","path:pau02020","Two-component system"
"3483","PA14_44470","path:pau00860","Porphyrin metabolism"
"3484","PA14_44470","path:pau01100","Metabolic pathways"
"3485","PA14_44470","path:pau01110","Biosynthesis of secondary metabolites"
"3486","PA14_44470","path:pau01240","Biosynthesis of cofactors"
"3487","PA14_44500","path:pau00230","Purine metabolism"
"3488","PA14_44500","path:pau01100","Metabolic pathways"
"3489","PA14_44500","path:pau01232","Nucleotide metabolism"
"3490","PA14_44590","path:pau00071","Fatty acid degradation"
"3491","PA14_44590","path:pau00280","Valine, leucine and isoleucine degradation"
"3492","PA14_44590","path:pau01100","Metabolic pathways"
"3493","PA14_44590","path:pau01110","Biosynthesis of secondary metabolites"
"3494","PA14_44590","path:pau01212","Fatty acid metabolism"
"3495","PA14_44610","path:pau03440","Homologous recombination"
"3496","PA14_44630","path:pau03030","DNA replication"
"3497","PA14_44630","path:pau03430","Mismatch repair"
"3498","PA14_44630","path:pau03440","Homologous recombination"
"3499","PA14_44660","path:pau03030","DNA replication"
"3500","PA14_44660","path:pau03410","Base excision repair"
"3501","PA14_44660","path:pau03420","Nucleotide excision repair"
"3502","PA14_44660","path:pau03430","Mismatch repair"
"3503","PA14_44700","path:pau00071","Fatty acid degradation"
"3504","PA14_44700","path:pau00930","Caprolactam degradation"
"3505","PA14_44710","path:pau00230","Purine metabolism"
"3506","PA14_44710","path:pau01100","Metabolic pathways"
"3507","PA14_44710","path:pau01120","Microbial metabolism in diverse environments"
"3508","PA14_44710","path:pau01232","Nucleotide metabolism"
"3509","PA14_44740","path:pau00230","Purine metabolism"
"3510","PA14_44740","path:pau01100","Metabolic pathways"
"3511","PA14_44740","path:pau01120","Microbial metabolism in diverse environments"
"3512","PA14_44740","path:pau01232","Nucleotide metabolism"
"3513","PA14_44770","path:pau00230","Purine metabolism"
"3514","PA14_44770","path:pau01100","Metabolic pathways"
"3515","PA14_44770","path:pau01232","Nucleotide metabolism"
"3516","PA14_44820","path:pau00230","Purine metabolism"
"3517","PA14_44820","path:pau01100","Metabolic pathways"
"3518","PA14_44820","path:pau01120","Microbial metabolism in diverse environments"
"3519","PA14_44830","path:pau00230","Purine metabolism"
"3520","PA14_44830","path:pau01100","Metabolic pathways"
"3521","PA14_44830","path:pau01120","Microbial metabolism in diverse environments"
"3522","PA14_44840","path:pau00230","Purine metabolism"
"3523","PA14_44840","path:pau01100","Metabolic pathways"
"3524","PA14_44850","path:pau00230","Purine metabolism"
"3525","PA14_44850","path:pau01100","Metabolic pathways"
"3526","PA14_44850","path:pau01120","Microbial metabolism in diverse environments"
"3527","PA14_44860","path:pau00230","Purine metabolism"
"3528","PA14_44860","path:pau01100","Metabolic pathways"
"3529","PA14_44890","path:pau02025","Biofilm formation - Pseudomonas aeruginosa"
"3530","PA14_44890","path:pau03070","Bacterial secretion system"
"3531","PA14_44900","path:pau03070","Bacterial secretion system"
"3532","PA14_44970","path:pau00790","Folate biosynthesis"
"3533","PA14_44970","path:pau01100","Metabolic pathways"
"3534","PA14_44970","path:pau01240","Biosynthesis of cofactors"
"3535","PA14_44970","path:pau04122","Sulfur relay system"
"3536","PA14_45000","path:pau00630","Glyoxylate and dicarboxylate metabolism"
"3537","PA14_45000","path:pau01100","Metabolic pathways"
"3538","PA14_45010","path:pau00630","Glyoxylate and dicarboxylate metabolism"
"3539","PA14_45010","path:pau01100","Metabolic pathways"
"3540","PA14_45020","path:pau00630","Glyoxylate and dicarboxylate metabolism"
"3541","PA14_45020","path:pau01100","Metabolic pathways"
"3542","PA14_45030","path:pau00030","Pentose phosphate pathway"
"3543","PA14_45030","path:pau00260","Glycine, serine and threonine metabolism"
"3544","PA14_45030","path:pau00561","Glycerolipid metabolism"
"3545","PA14_45030","path:pau00630","Glyoxylate and dicarboxylate metabolism"
"3546","PA14_45030","path:pau00680","Methane metabolism"
"3547","PA14_45030","path:pau01100","Metabolic pathways"
"3548","PA14_45030","path:pau01110","Biosynthesis of secondary metabolites"
"3549","PA14_45030","path:pau01120","Microbial metabolism in diverse environments"
"3550","PA14_45030","path:pau01200","Carbon metabolism"
"3551","PA14_45050","path:pau00010","Glycolysis / Gluconeogenesis"
"3552","PA14_45050","path:pau00620","Pyruvate metabolism"
"3553","PA14_45050","path:pau01100","Metabolic pathways"
"3554","PA14_45050","path:pau01110","Biosynthesis of secondary metabolites"
"3555","PA14_45050","path:pau01120","Microbial metabolism in diverse environments"
"3556","PA14_45050","path:pau01200","Carbon metabolism"
"3557","PA14_45050","path:pau01230","Biosynthesis of amino acids"
"3558","PA14_45110","path:pau00920","Sulfur metabolism"
"3559","PA14_45110","path:pau02010","ABC transporters"
"3560","PA14_45170","path:pau00564","Glycerophospholipid metabolism"
"3561","PA14_45170","path:pau01110","Biosynthesis of secondary metabolites"
"3562","PA14_45190","path:pau00561","Glycerolipid metabolism"
"3563","PA14_45190","path:pau01100","Metabolic pathways"
"3564","PA14_45340","path:pau02010","ABC transporters"
"3565","PA14_45350","path:pau02010","ABC transporters"
"3566","PA14_45370","path:pau02010","ABC transporters"
"3567","PA14_45380","path:pau02010","ABC transporters"
"3568","PA14_45430","path:pau00061","Fatty acid biosynthesis"
"3569","PA14_45430","path:pau00780","Biotin metabolism"
"3570","PA14_45430","path:pau01100","Metabolic pathways"
"3571","PA14_45430","path:pau01110","Biosynthesis of secondary metabolites"
"3572","PA14_45430","path:pau01212","Fatty acid metabolism"
"3573","PA14_45430","path:pau01240","Biosynthesis of cofactors"
"3574","PA14_45440","path:pau00230","Purine metabolism"
"3575","PA14_45440","path:pau00270","Cysteine and methionine metabolism"
"3576","PA14_45440","path:pau01100","Metabolic pathways"
"3577","PA14_45440","path:pau01232","Nucleotide metabolism"
"3578","PA14_45470","path:pau00480","Glutathione metabolism"
"3579","PA14_45470","path:pau01100","Metabolic pathways"
"3580","PA14_45500","path:pau02020","Two-component system"
"3581","PA14_45500","path:pau02030","Bacterial chemotaxis"
"3582","PA14_45510","path:pau02020","Two-component system"
"3583","PA14_45510","path:pau02030","Bacterial chemotaxis"
"3584","PA14_45540","path:pau02030","Bacterial chemotaxis"
"3585","PA14_45540","path:pau02040","Flagellar assembly"
"3586","PA14_45560","path:pau02020","Two-component system"
"3587","PA14_45560","path:pau02030","Bacterial chemotaxis"
